execution_time,resources_before,resources_after,resource_change,resource_change_pct,adversarial_influence,round,mechanism,adv_prop_total,pm_sigma,config_seed,replication_run
0.09418487548828125,0.0,100.0,100.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00027489662170410156,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00020813941955566406,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0001811981201171875,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0001919269561767578,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00020384788513183594,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017309188842773438,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00016117095947265625,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017142295837402344,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00015974044799804688,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00021123886108398438,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017595291137695312,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0001595020294189453,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00015735626220703125,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017380714416503906,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00015926361083984375,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017404556274414062,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017261505126953125,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0001766681671142578,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00016570091247558594,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0002014636993408203,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00016164779663085938,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.000186920166015625,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00016617774963378906,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00017452239990234375,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00018024444580078125,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00022268295288085938,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00026535987854003906,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.00020170211791992188,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
0.0001823902130126953,100.0,100.0,0.0,0.0,0.1,0,PDD,0.0,0.25,0,0
